日期,天气状况(白天/夜间),最高气温/最低气温,风力风向(白天/夜间),城市
2019年01月01日,阴/阴,7℃/4℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年01月02日,多云/多云,9℃/4℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年01月03日,阴/阴,9℃/6℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年01月04日,小雨/阴,8℃/5℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年01月05日,多云/阴,10℃/6℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年01月06日,阴/阴,10℃/7℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年01月07日,阴/阴,9℃/7℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年01月08日,小雨/小雨,9℃/7℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年01月09日,小雨/小雨,8℃/6℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年01月10日,小雨/小雨,8℃/6℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年01月11日,多云/多云,10℃/5℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年01月12日,阴/阴,10℃/6℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年01月13日,阴/阴,10℃/6℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年01月14日,阴/小雨,9℃/7℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年01月15日,小雨/小雨,8℃/6℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年01月16日,多云/多云,12℃/5℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年01月17日,多云/阴,12℃/7℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年01月18日,阴/阴,11℃/8℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年01月19日,阴/小雨,10℃/8℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年01月20日,小雨/小雨,9℃/8℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年01月21日,多云/多云,12℃/6℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年01月22日,多云/多云,13℃/5℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年01月23日,多云/多云,14℃/7℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年01月24日,阴/阴,12℃/8℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年01月25日,阴/小雨,11℃/9℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年01月26日,阴/阴,11℃/8℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年01月27日,阴/阴,11℃/8℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年01月28日,阴/小雨,11℃/8℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年01月29日,小雨/小雨,10℃/9℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年01月30日,小雨/阴,10℃/8℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年01月31日,多云/阴,12℃/8℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年02月01日,小雨/阴,11℃/7℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年02月02日,阴/阴,13℃/9℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年02月03日,阴/阴,12℃/8℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年02月04日,多云/多云,15℃/9℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年02月05日,多云/晴,19℃/8℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年02月06日,晴/多云,18℃/8℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年02月07日,多云/阴,18℃/10℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年02月08日,阴/阴,15℃/10℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年02月09日,小雨/小雨,10℃/8℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年02月10日,小雨/阴,8℃/5℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年02月11日,阴/多云,11℃/7℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年02月12日,阴/多云,13℃/8℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年02月13日,多云/阴,13℃/8℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年02月14日,阴/阴,12℃/9℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年02月15日,阴/小雨,14℃/9℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年02月16日,阴/小雨,13℃/10℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年02月17日,阴/小雨,12℃/8℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年02月18日,阴/阴,11℃/7℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年02月19日,阴/阴,13℃/8℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年02月20日,阴/小雨,14℃/10℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年02月21日,多云/多云,15℃/8℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年02月22日,多云/阴,15℃/8℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年02月23日,小雨/阴,11℃/9℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年02月24日,阴/阴,13℃/8℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年02月25日,多云/小雨,15℃/9℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年02月26日,阴/小雨,15℃/11℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年02月27日,阴/阴,14℃/12℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年02月28日,阴/阴,14℃/10℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年03月01日,小雨/小雨,13℃/10℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年03月02日,小雨/多云,15℃/9℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年03月03日,晴/多云,20℃/8℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年03月04日,小雨/小雨,18℃/6℃,西风1-2级/西风1-2级,chongqing
2019年03月05日,多云/阴,13℃/10℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年03月06日,小雨/小雨,14℃/11℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年03月07日,小雨/小雨,14℃/9℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年03月08日,阴/小雨,12℃/8℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年03月09日,阴/多云,15℃/9℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年03月10日,多云/多云,18℃/8℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年03月11日,多云/多云,19℃/12℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年03月12日,阴/小雨,17℃/13℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年03月13日,阴/阴,17℃/12℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年03月14日,阴/阴,17℃/11℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年03月15日,小雨/阴,14℃/11℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年03月16日,阴/小雨,16℃/11℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年03月17日,阴/多云,18℃/10℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年03月18日,多云/多云,21℃/10℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年03月19日,阴/阴,19℃/15℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年03月20日,多云/小雨,25℃/15℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年03月21日,阴/小雨,23℃/14℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年03月22日,小雨/小雨,13℃/11℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年03月23日,小雨/小雨,12℃/10℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年03月24日,阴/多云,15℃/9℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年03月25日,多云/阴,20℃/8℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年03月26日,阴/小雨,20℃/14℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年03月27日,阴/阴,20℃/16℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年03月28日,多云/多云,25℃/14℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年03月29日,晴/多云,28℃/14℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年03月30日,小雨/小雨,19℃/15℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年03月31日,阴/阴,17℃/14℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年04月01日,小雨/小雨,18℃/13℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年04月02日,小雨/小雨,19℃/15℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年04月03日,小雨/小雨,20℃/13℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年04月04日,小雨/阴,19℃/13℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年04月05日,多云/多云,24℃/13℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年04月06日,晴/晴,30℃/14℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年04月07日,晴/多云,32℃/15℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年04月08日,多云/小雨,32℃/18℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年04月09日,阴/小雨,29℃/20℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年04月10日,小雨/阴,22℃/17℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年04月11日,多云/多云,26℃/18℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年04月12日,多云/多云,29℃/17℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年04月13日,多云/小雨,27℃/18℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年04月14日,小雨/小雨,20℃/15℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年04月15日,小雨/多云,21℃/15℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年04月16日,阴/多云,25℃/15℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年04月17日,多云/小雨,29℃/17℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年04月18日,多云/多云,27℃/20℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年04月19日,小雨/中雨,27℃/20℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年04月20日,中雨/阴,22℃/19℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年04月21日,阴/阴,27℃/18℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年04月22日,多云/多云,28℃/19℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年04月23日,多云/晴,30℃/20℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年04月24日,晴/晴,33℃/21℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年04月25日,晴/晴,33℃/23℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年04月26日,多云/多云,35℃/24℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年04月27日,多云/中雨,36℃/24℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年04月28日,中雨/小雨,24℃/19℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年04月29日,小雨/阴,23℃/18℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年04月30日,小雨/多云,25℃/18℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年05月01日,多云/小雨,29℃/19℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年05月02日,小雨/小雨,23℃/18℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年05月03日,小雨/小雨,24℃/17℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年05月04日,阴/小雨,24℃/18℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年05月05日,小雨/中雨,22℃/18℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年05月06日,小雨/小雨,21℃/17℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年05月07日,小雨/小雨,18℃/15℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年05月08日,阴/小雨,20℃/14℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年05月09日,阵雨/多云,25℃/16℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年05月10日,多云/阴,28℃/17℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年05月11日,多云/大雨,28℃/19℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年05月12日,小雨/小雨,23℃/19℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年05月13日,阴/中雨,25℃/19℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年05月14日,阴/小雨,24℃/18℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年05月15日,阵雨/阴,26℃/19℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年05月16日,多云/多云,27℃/20℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年05月17日,多云/小雨,31℃/21℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年05月18日,中雨/中雨,27℃/21℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年05月19日,小雨/中雨,25℃/17℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年05月20日,小雨/小雨,20℃/16℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年05月21日,阴/多云,23℃/18℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年05月22日,多云/多云,27℃/16℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年05月23日,多云/多云,30℃/20℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年05月24日,小雨/中雨,26℃/20℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年05月25日,小雨/阴,27℃/21℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年05月26日,多云/多云,30℃/22℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年05月27日,中雨/阴,26℃/18℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年05月28日,阴/阴,22℃/17℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年05月29日,小雨/小雨,22℃/16℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年05月30日,小雨/多云,23℃/18℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年05月31日,多云/多云,30℃/18℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年06月01日,阴/多云,30℃/21℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年06月02日,晴/多云,32℃/19℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年06月03日,晴/晴,35℃/22℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年06月04日,晴/中雨,37℃/23℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年06月05日,阴/多云,27℃/22℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年06月06日,多云/晴,33℃/23℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年06月07日,多云/中雨,32℃/23℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年06月08日,小雨/多云,28℃/22℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年06月09日,小雨/小雨,29℃/23℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年06月10日,阴/小雨,28℃/23℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年06月11日,小雨/中雨,27℃/22℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年06月12日,小雨/多云,28℃/21℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年06月13日,多云/多云,31℃/23℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年06月14日,多云/小雨,33℃/23℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年06月15日,中雨/中雨,27℃/22℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年06月16日,小雨/小雨,23℃/19℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年06月17日,小雨/小雨,25℃/21℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年06月18日,小雨/小雨,26℃/22℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年06月19日,阴/小雨,30℃/25℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年06月20日,阴/中雨,30℃/25℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年06月21日,小雨/中雨,29℃/24℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年06月22日,大雨/中雨,27℃/24℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年06月23日,阴/阴,28℃/22℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年06月24日,阴/多云,29℃/23℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年06月25日,小雨/小雨,27℃/23℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年06月26日,阴/阴,28℃/22℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年06月27日,小雨/大雨,29℃/23℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年06月28日,中雨/小雨,24℃/21℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年06月29日,阴/阴,28℃/22℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年06月30日,多云/多云,29℃/23℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年07月01日,多云/多云,32℃/23℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年07月02日,多云/多云,35℃/25℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年07月03日,多云/小雨,33℃/25℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年07月04日,小雨/小雨,26℃/22℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年07月05日,多云/多云,30℃/23℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年07月06日,多云/多云,32℃/23℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年07月07日,小雨/小雨,28℃/24℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年07月08日,中雨/阴,25℃/22℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年07月09日,阴/多云,29℃/22℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年07月10日,多云/阴,33℃/22℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年07月11日,小雨/大雨,30℃/22℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年07月12日,小雨/阴,27℃/22℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年07月13日,阴/多云,31℃/23℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年07月14日,多云/阴,32℃/24℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年07月15日,多云/小雨,30℃/24℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年07月16日,小雨/大雨,31℃/24℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年07月17日,小雨/中雨,30℃/25℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年07月18日,小雨/中雨,30℃/25℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年07月19日,小雨/中雨,30℃/25℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年07月20日,多云/雷阵雨,32℃/26℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年07月21日,多云/多云,34℃/27℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年07月22日,中雨/中雨,33℃/26℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年07月23日,小雨/小雨,31℃/25℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年07月24日,小雨/小雨,32℃/26℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年07月25日,多云/多云,32℃/25℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年07月26日,多云/多云,37℃/27℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年07月27日,晴/晴,38℃/29℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年07月28日,晴/多云,39℃/29℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年07月29日,多云/小雨,38℃/28℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年07月30日,小雨/中雨,32℃/25℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年07月31日,小雨/小雨,31℃/25℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年08月01日,多云/多云,32℃/25℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年08月02日,多云/多云,37℃/27℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年08月03日,多云/小雨,35℃/27℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年08月04日,小雨/多云,34℃/24℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年08月05日,多云/多云,35℃/26℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年08月06日,小雨/大雨,31℃/25℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年08月07日,小雨/小雨,31℃/24℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年08月08日,多云/小雨,32℃/25℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年08月09日,小雨/多云,32℃/26℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年08月10日,多云/晴,35℃/26℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年08月11日,晴/晴,38℃/27℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年08月12日,晴/晴,38℃/27℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年08月13日,晴/多云,38℃/27℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年08月14日,多云/多云,37℃/26℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年08月15日,晴/晴,37℃/26℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年08月16日,晴/晴,38℃/26℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年08月17日,晴/晴,38℃/26℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年08月18日,晴/晴,39℃/28℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年08月19日,晴/多云,39℃/30℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年08月20日,晴/多云,39℃/29℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年08月21日,晴/多云,38℃/29℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年08月22日,多云/晴,38℃/29℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年08月23日,晴/晴,38℃/28℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年08月24日,晴/晴,38℃/29℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年08月25日,晴/多云,38℃/30℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年08月26日,晴/多云,39℃/30℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年08月27日,多云/小雨,37℃/26℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年08月28日,小雨/雷阵雨,30℃/26℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年08月29日,小雨/小雨,30℃/25℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年08月30日,多云/阴,30℃/22℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年08月31日,小雨/小雨,27℃/22℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年09月01日,阴/多云,27℃/22℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年09月02日,阴/阴,29℃/22℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年09月03日,多云/多云,33℃/24℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年09月04日,晴/多云,34℃/25℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年09月05日,小雨/多云,30℃/23℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年09月06日,多云/多云,33℃/24℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年09月07日,小雨/小雨,32℃/25℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年09月08日,小雨/中雨,28℃/25℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年09月09日,小雨/小雨,28℃/24℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年09月10日,阴/阴,32℃/26℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年09月11日,多云/多云,35℃/26℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年09月12日,晴/多云,36℃/27℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年09月13日,多云/小雨,35℃/24℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年09月14日,小雨/小雨,31℃/22℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年09月15日,阴/阴,24℃/20℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年09月16日,阴/阴,24℃/20℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年09月17日,小雨/小雨,24℃/20℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年09月18日,小雨/阴,25℃/21℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年09月19日,阴/中雨,26℃/18℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年09月20日,小雨/多云,22℃/18℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年09月21日,多云/多云,27℃/17℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年09月22日,多云/多云,28℃/19℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年09月23日,多云/多云,30℃/19℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年09月24日,阴/小雨,27℃/20℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年09月25日,阴/多云,23℃/17℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年09月26日,多云/多云,27℃/19℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年09月27日,晴/晴,29℃/19℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年09月28日,晴/晴,30℃/20℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年09月29日,晴/多云,32℃/21℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年09月30日,多云/阴,31℃/22℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年10月01日,阴/小雨,29℃/23℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年10月02日,阴/小雨,28℃/22℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年10月03日,阴/小雨,29℃/23℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年10月04日,小雨/中雨,25℃/21℃,无持续风向1-2级/无持续风向1-2级,chongqing
